user_global_idx,attenuation_db,seed_nmse_db,aug_nmse_db
4363,3.3481276046880206e-09,18.39036,22.883947
770,-2.1244785302517993e-05,-2.2693162,-2.588149
8865,-3.447933921313412e-08,0.92286235,3.5669825
249,43.31079593008248,23.529272,21.098259
7239,0.4841412421491658,25.60952,30.080036
3419,-7.769610506901497e-10,37.638977,42.144592
4976,20.797781695506124,11.507004,15.396105
4544,43.58993295494222,55.171696,59.70928
5565,26.886774999936364,39.41773,43.95529
7939,2.083767733805959,17.665243,22.142694
716,22.146181239576617,1.9366791,0.6560905
9532,24.42576173719102,3.8415813,4.7339773
2048,35.687720929094155,29.772385,34.110626
5997,70.11587476344054,127.574524,132.05554
6600,41.765036248782664,94.60365,99.09443
7245,0.4897895341484498,25.496002,30.003494
4178,1.2156825955273098,23.032495,27.544529
4809,29.157864523427854,10.666868,9.033589
9364,17.707181766179342,45.620403,50.144
7140,0.40810222151643205,29.086704,33.57752
7190,0.5129030532435599,26.971666,31.483553
1460,12.217434567953502,13.27149,17.61587
5989,38.71074972284894,103.911545,108.37561
2000,12.776095523399908,-1.9683952,-6.034281
8175,16.8888899137014,29.892925,34.39723
404,23.51497057548684,19.495142,23.90532
384,21.31744272526635,29.777752,34.288544
9572,34.401595311527075,12.100545,10.06646
9369,21.89850471223826,49.569168,54.09778
1633,0.31563603059865863,16.749718,21.173027
9437,35.086288074961104,18.373167,17.302216
4784,28.80054760862972,12.919675,14.907509
9338,41.25631649438489,24.65089,26.382404
6970,9.449288984581166,45.298973,49.818253
3925,45.82724099855067,33.0131,36.445084
4158,6.207497896485203,29.933607,34.452835
7449,7.522285057796264,27.714842,32.21082
8415,8.157392413425345,23.479872,27.967152
2193,22.10948737349461,1.0155675,-0.78446954
1015,20.68446998065741,1.6308452,1.2035195
5124,37.98965299702751,57.550667,62.09122
7418,20.639390346241715,40.785614,45.3189
7409,21.535871096815825,41.808037,46.32822
8989,27.236138803487457,20.146887,24.387407
2871,22.209889886473484,18.356354,22.73752
9,21.26674277878502,4.223216,3.7000852
1838,55.63428270235765,34.27989,32.11255
4804,36.52765379453963,17.245033,15.997538
255,28.927304495525078,9.128521,7.1307683
7026,-7.568504359125274e-09,33.312252,37.792088
5713,31.293602670504516,44.758232,49.288364
3324,17.53008859324799,59.580997,64.04471
7714,18.404803989452173,31.138151,35.607494
1581,2.2833999311193236,17.473644,21.974552
924,17.35173128570629,-0.49215418,-0.4767823
2779,20.347085884840162,8.594873,11.994049
7891,2.1560917791768968,19.148258,23.63415
6132,2.072946341818107,57.955673,62.427753
5320,12.167394797070443,14.217375,18.627838
7312,0.571096058460177,24.238514,28.716873
7102,0.32447605766204973,30.438337,34.965908
6042,57.82545948438344,117.19466,121.67365
3775,7.726264421659286,37.82569,42.325104
4835,34.63006721162148,14.878369,14.316522
4964,28.931776974620625,18.190397,22.103464
539,40.11656330928901,24.853935,12.290019
7483,6.709322910380845,25.99878,30.51701
2745,26.67733954336319,58.708313,63.20771
3719,10.287502245380459,39.323204,43.87486
6819,19.796128870161688,63.839947,68.33172
4468,23.30485861112073,36.236675,40.770393
667,14.185727906968477,0.06442113,-0.25567776
7575,8.03420306049344,24.58879,29.090313
8549,0.0004868246911555853,4.082672,7.443128
5063,33.838407318263314,21.544865,25.019339
1353,9.945216905750403,-3.0617723,-9.356129
7114,0.43800001744295486,30.047285,34.554237
9651,32.60609955152441,9.929749,9.798307
8662,0.00036662249572467955,3.3097115,6.340211
2703,32.305658803565734,64.645485,69.1557
