snr,split_type,user_noise,ls_mode,train_nmse,test_nmse_val,test_nmse_train
0.0,LS,3.0,,4.598674912973371,4.601281927793849,4.597548483282232
0.0,random,3.0,,-12.808565178804889,-11.878244604915425,-11.885074064987444
