snr,split_type,user_noise,train_nmse,test_nmse_val,test_nmse_train
0.0,LS,3.0,5.049856801267855,4.4093065395137785,5.144451822477776
0.0,LS,3.0,4.592925239392828,4.595223722215998,4.588709904492669
0.0,LS,3.0,4.963042957955724,4.799312562040142,4.947874900073581
