snr,split_type,user_noise,ls_mode,train_nmse,test_nmse_val,test_nmse_train
0.0,LS,3.0,refnoise,7.208468729215648,6.723392035911302,6.99641014328164
0.0,LS,3.0,adaptive,4.613451848776689,4.605028487073291,4.606049927559101
0.0,random,3.0,refnoise,-8.917464924909268,-6.732070601957708,-6.732070601957708
