x y z
118.5230 279.0500 2.0000
118.5180 279.0170 2.0000
118.5130 278.9840 2.0000
118.5080 278.9510 2.0000
118.5040 278.9180 2.0000
118.4990 278.8850 2.0000
118.4940 278.8520 2.0000
118.4890 278.8190 2.0000
118.4840 278.7860 2.0000
118.4790 278.7530 2.0000
118.4750 278.7200 2.0000
118.4700 278.6870 2.0000
118.4650 278.6540 2.0000
118.4600 278.6210 2.0000
118.4550 278.5880 2.0000
118.4510 278.5550 2.0000
118.4460 278.5220 2.0000
118.4410 278.4890 2.0000
118.4360 278.4560 2.0000
118.4310 278.4230 2.0000
118.4260 278.3900 2.0000
118.4220 278.3570 2.0000
118.4170 278.3240 2.0000
118.4120 278.2910 2.0000
118.4070 278.2580 2.0000
118.4020 278.2250 2.0000
118.3970 278.1920 2.0000
118.3930 278.1590 2.0000
118.3880 278.1260 2.0000
118.3830 278.0930 2.0000
118.3780 278.0600 2.0000
118.3730 278.0270 2.0000
118.3690 277.9940 2.0000
118.3640 277.9610 2.0000
118.3590 277.9280 2.0000
118.3540 277.8950 2.0000
118.3490 277.8630 2.0000
118.3440 277.8300 2.0000
118.3400 277.7970 2.0000
118.3350 277.7640 2.0000
118.3300 277.7310 2.0000
118.3250 277.6980 2.0000
118.3200 277.6650 2.0000
118.3160 277.6320 2.0000
118.3110 277.5990 2.0000
118.3060 277.5660 2.0000
118.3010 277.5330 2.0000
118.2960 277.5000 2.0000
118.2910 277.4670 2.0000
118.2870 277.4340 2.0000
118.2820 277.4010 2.0000
118.2770 277.3680 2.0000
118.2720 277.3350 2.0000
118.2670 277.3020 2.0000
118.2630 277.2690 2.0000
118.2580 277.2360 2.0000
118.2530 277.2030 2.0000
118.2480 277.1700 2.0000
118.2430 277.1370 2.0000
118.2380 277.1040 2.0000
118.2340 277.0710 2.0000
118.2290 277.0380 2.0000
118.2240 277.0050 2.0000
118.2190 276.9720 2.0000
118.2140 276.9390 2.0000
118.2100 276.9060 2.0000
118.2050 276.8730 2.0000
118.2000 276.8400 2.0000
118.1950 276.8070 2.0000
118.1900 276.7740 2.0000
118.1860 276.7410 2.0000
118.1810 276.7080 2.0000
118.1760 276.6750 2.0000
118.1710 276.6420 2.0000
118.1660 276.6090 2.0000
118.1620 276.5760 2.0000
118.1570 276.5430 2.0000
118.1520 276.5100 2.0000
118.1470 276.4770 2.0000
118.1420 276.4440 2.0000
118.1380 276.4110 2.0000
118.1330 276.3780 2.0000
118.1280 276.3450 2.0000
118.1230 276.3120 2.0000
118.1180 276.2790 2.0000
118.1140 276.2460 2.0000
118.1090 276.2130 2.0000
118.1040 276.1800 2.0000
118.0990 276.1470 2.0000
118.0940 276.1140 2.0000
118.0900 276.0810 2.0000
118.0850 276.0480 2.0000
118.0800 276.0150 2.0000
118.0750 275.9820 2.0000
118.0700 275.9490 2.0000
118.0660 275.9160 2.0000
118.0610 275.8830 2.0000
118.0560 275.8500 2.0000
118.0510 275.8170 2.0000
118.0460 275.7840 2.0000
118.0420 275.7510 2.0000
118.0370 275.7180 2.0000
118.0320 275.6850 2.0000
118.0270 275.6530 2.0000
118.0220 275.6200 2.0000
118.0180 275.5870 2.0000
118.0130 275.5540 2.0000
118.0080 275.5210 2.0000
118.0030 275.4880 2.0000
117.9990 275.4550 2.0000
117.9940 275.4220 2.0000
117.9890 275.3890 2.0000
117.9840 275.3560 2.0000
117.9790 275.3230 2.0000
117.9750 275.2900 2.0000
117.9700 275.2570 2.0000
117.9650 275.2240 2.0000
117.9600 275.1910 2.0000
117.9560 275.1580 2.0000
117.9510 275.1250 2.0000
117.9460 275.0920 2.0000
117.9410 275.0590 2.0000
117.9360 275.0260 2.0000
117.9320 274.9930 2.0000
117.9270 274.9600 2.0000
117.9220 274.9270 2.0000
117.9170 274.8940 2.0000
117.9130 274.8610 2.0000
117.9080 274.8280 2.0000
117.9030 274.7950 2.0000
117.8980 274.7620 2.0000
117.8930 274.7290 2.0000
117.8890 274.6960 2.0000
117.8840 274.6630 2.0000
117.8790 274.6300 2.0000
117.8740 274.5970 2.0000
117.8700 274.5640 2.0000
117.8650 274.5310 2.0000
117.8600 274.4980 2.0000
117.8550 274.4650 2.0000
117.8510 274.4320 2.0000
117.8460 274.3990 2.0000
117.8410 274.3660 2.0000
117.8360 274.3330 2.0000
117.8310 274.3000 2.0000
117.8270 274.2670 2.0000
117.8220 274.2340 2.0000
117.8170 274.2010 2.0000
117.8120 274.1680 2.0000
117.8080 274.1350 2.0000
117.8030 274.1020 2.0000
117.7980 274.0690 2.0000
117.7930 274.0360 2.0000
117.7890 274.0030 2.0000
117.7840 273.9700 2.0000
117.7790 273.9370 2.0000
117.7740 273.9040 2.0000
117.7700 273.8710 2.0000
117.7650 273.8380 2.0000
117.7600 273.8050 2.0000
117.7550 273.7720 2.0000
117.7510 273.7390 2.0000
117.7460 273.7060 2.0000
117.7410 273.6730 2.0000
117.7360 273.6400 2.0000
117.7320 273.6070 2.0000
117.7270 273.5740 2.0000
117.7220 273.5410 2.0000
117.7170 273.5080 2.0000
117.7130 273.4750 2.0000
117.7080 273.4420 2.0000
117.7030 273.4090 2.0000
117.6980 273.3760 2.0000
117.6940 273.3430 2.0000
117.6890 273.3100 2.0000
117.6840 273.2770 2.0000
117.6790 273.2440 2.0000
117.6750 273.2110 2.0000
117.6700 273.1780 2.0000
117.6650 273.1450 2.0000
117.6610 273.1120 2.0000
117.6560 273.0790 2.0000
117.6510 273.0460 2.0000
117.6460 273.0130 2.0000
117.6420 272.9800 2.0000
117.6370 272.9470 2.0000
117.6320 272.9140 2.0000
117.6270 272.8810 2.0000
117.6230 272.8480 2.0000
117.6180 272.8150 2.0000
117.6130 272.7820 2.0000
117.6090 272.7490 2.0000
117.6040 272.7160 2.0000
117.5990 272.6830 2.0000
117.5940 272.6500 2.0000
117.5900 272.6170 2.0000
117.5850 272.5840 2.0000
117.5800 272.5510 2.0000
117.5760 272.5180 2.0000
117.5710 272.4850 2.0000
117.5660 272.4520 2.0000
117.5610 272.4190 2.0000
117.5570 272.3860 2.0000
117.5520 272.3530 2.0000
117.5470 272.3200 2.0000
117.5430 272.2870 2.0000
117.5380 272.2540 2.0000
117.5330 272.2210 2.0000
117.5280 272.1880 2.0000
117.5240 272.1550 2.0000
117.5190 272.1220 2.0000
117.5140 272.0890 2.0000
117.5100 272.0560 2.0000
117.5050 272.0230 2.0000
117.5000 271.9900 2.0000
117.4950 271.9570 2.0000
117.4910 271.9240 2.0000
117.4860 271.8910 2.0000
117.4810 271.8580 2.0000
117.4770 271.8250 2.0000
117.4720 271.7920 2.0000
117.4670 271.7590 2.0000
117.4630 271.7260 2.0000
117.4580 271.6930 2.0000
117.4530 271.6600 2.0000
117.4490 271.6270 2.0000
117.4440 271.5940 2.0000
117.4390 271.5610 2.0000
117.4340 271.5280 2.0000
117.4300 271.4950 2.0000
117.4250 271.4620 2.0000
117.4200 271.4290 2.0000
117.4160 271.3960 2.0000
117.4110 271.3630 2.0000
117.4060 271.3300 2.0000
117.4020 271.2970 2.0000
117.3970 271.2640 2.0000
117.3920 271.2310 2.0000
117.3880 271.1980 2.0000
117.3830 271.1650 2.0000
117.3780 271.1320 2.0000
117.3740 271.0990 2.0000
117.3690 271.0660 2.0000
117.3640 271.0330 2.0000
117.3600 271.0000 2.0000
117.3550 270.9670 2.0000
117.3500 270.9340 2.0000
117.3460 270.9010 2.0000
117.3410 270.8680 2.0000
117.3360 270.8350 2.0000
117.3320 270.8020 2.0000
117.3270 270.7690 2.0000
117.3220 270.7360 2.0000
117.3180 270.7030 2.0000
117.3130 270.6700 2.0000
117.3080 270.6370 2.0000
117.3040 270.6040 2.0000
117.2990 270.5710 2.0000
117.2940 270.5380 2.0000
117.2900 270.5050 2.0000
117.2850 270.4720 2.0000
117.2800 270.4390 2.0000
117.2760 270.4060 2.0000
117.2710 270.3730 2.0000
117.2670 270.3400 2.0000
117.2620 270.3070 2.0000
117.2570 270.2740 2.0000
117.2530 270.2410 2.0000
117.2480 270.2080 2.0000
117.2430 270.1750 2.0000
117.2390 270.1420 2.0000
117.2340 270.1090 2.0000
117.2290 270.0760 2.0000
117.2250 270.0430 2.0000
117.2200 270.0100 2.0000
117.2160 269.9770 2.0000
117.2110 269.9440 2.0000
117.2060 269.9110 2.0000
117.2020 269.8780 2.0000
117.1970 269.8450 2.0000
117.1920 269.8120 2.0000
117.1880 269.7790 2.0000
117.1830 269.7460 2.0000
117.1790 269.7130 2.0000
117.1740 269.6800 2.0000
117.1690 269.6470 2.0000
117.1650 269.6140 2.0000
117.1600 269.5810 2.0000
117.1550 269.5480 2.0000
117.1510 269.5150 2.0000
117.1460 269.4820 2.0000
117.1420 269.4490 2.0000
117.1370 269.4160 2.0000
117.1320 269.3830 2.0000
117.1280 269.3500 2.0000
117.1230 269.3170 2.0000
117.1190 269.2840 2.0000
117.1140 269.2510 2.0000
117.1090 269.2180 2.0000
117.1050 269.1850 2.0000
117.1000 269.1520 2.0000
117.0960 269.1190 2.0000
117.0910 269.0860 2.0000
117.0860 269.0530 2.0000
117.0820 269.0200 2.0000
117.0770 268.9870 2.0000
117.0730 268.9540 2.0000
117.0680 268.9210 2.0000
117.0630 268.8880 2.0000
117.0590 268.8540 2.0000
117.0540 268.8210 2.0000
117.0500 268.7880 2.0000
117.0450 268.7550 2.0000
117.0410 268.7220 2.0000
117.0360 268.6890 2.0000
117.0310 268.6560 2.0000
117.0270 268.6230 2.0000
117.0220 268.5900 2.0000
117.0180 268.5570 2.0000
117.0130 268.5240 2.0000
117.0080 268.4910 2.0000
117.0040 268.4580 2.0000
116.9990 268.4250 2.0000
116.9950 268.3920 2.0000
116.9900 268.3590 2.0000
116.9860 268.3260 2.0000
116.9810 268.2930 2.0000
116.9770 268.2600 2.0000
116.9720 268.2270 2.0000
116.9670 268.1940 2.0000
116.9630 268.1610 2.0000
116.9580 268.1280 2.0000
116.9540 268.0950 2.0000
116.9490 268.0620 2.0000
116.9450 268.0290 2.0000
116.9400 267.9960 2.0000
116.9360 267.9630 2.0000
116.9310 267.9300 2.0000
116.9260 267.8970 2.0000
116.9220 267.8640 2.0000
116.9170 267.8310 2.0000
116.9130 267.7980 2.0000
116.9080 267.7650 2.0000
116.9040 267.7320 2.0000
116.8990 267.6990 2.0000
116.8950 267.6660 2.0000
116.8900 267.6330 2.0000
116.8860 267.6000 2.0000
116.8810 267.5670 2.0000
116.8770 267.5340 2.0000
116.8720 267.5010 2.0000
116.8680 267.4680 2.0000
116.8630 267.4350 2.0000
116.8580 267.4020 2.0000
116.8540 267.3690 2.0000
116.8490 267.3360 2.0000
116.8450 267.3020 2.0000
116.8400 267.2690 2.0000
116.8360 267.2360 2.0000
116.8310 267.2030 2.0000
116.8270 267.1700 2.0000
116.8220 267.1370 2.0000
116.8180 267.1040 2.0000
116.8130 267.0710 2.0000
116.8090 267.0380 2.0000
116.8040 267.0050 2.0000
116.8000 266.9720 2.0000
116.7950 266.9390 2.0000
116.7910 266.9060 2.0000
116.7860 266.8730 2.0000
116.7820 266.8400 2.0000
116.7770 266.8070 2.0000
116.7730 266.7740 2.0000
116.7680 266.7410 2.0000
116.7640 266.7080 2.0000
116.7590 266.6750 2.0000
116.7550 266.6420 2.0000
116.7500 266.6090 2.0000
116.7460 266.5760 2.0000
116.7410 266.5430 2.0000
116.7370 266.5100 2.0000
116.7330 266.4770 2.0000
116.7280 266.4440 2.0000
116.7240 266.4110 2.0000
116.7190 266.3780 2.0000
116.7150 266.3450 2.0000
116.7100 266.3120 2.0000
116.7060 266.2790 2.0000
116.7010 266.2460 2.0000
116.6970 266.2130 2.0000
116.6920 266.1790 2.0000
116.6880 266.1460 2.0000
116.6830 266.1130 2.0000
116.6790 266.0800 2.0000
116.6740 266.0470 2.0000
116.6700 266.0140 2.0000
116.6660 265.9810 2.0000
116.6610 265.9480 2.0000
116.6570 265.9150 2.0000
116.6520 265.8820 2.0000
116.6480 265.8490 2.0000
116.6430 265.8160 2.0000
116.6390 265.7830 2.0000
116.6340 265.7500 2.0000
116.6300 265.7170 2.0000
116.6260 265.6840 2.0000
116.6210 265.6510 2.0000
116.6170 265.6180 2.0000
116.6120 265.5850 2.0000
116.6080 265.5520 2.0000
116.6030 265.5190 2.0000
116.5990 265.4860 2.0000
116.5950 265.4530 2.0000
116.5900 265.4200 2.0000
116.5860 265.3870 2.0000
116.5810 265.3540 2.0000
116.5770 265.3210 2.0000
116.5730 265.2870 2.0000
116.5680 265.2540 2.0000
116.5640 265.2210 2.0000
116.5590 265.1880 2.0000
116.5550 265.1550 2.0000
116.5500 265.1220 2.0000
116.5460 265.0890 2.0000
116.5420 265.0560 2.0000
116.5370 265.0230 2.0000
116.5330 264.9900 2.0000
116.5280 264.9570 2.0000
116.5240 264.9240 2.0000
116.5200 264.8910 2.0000
116.5150 264.8580 2.0000
116.5110 264.8250 2.0000
116.5070 264.7920 2.0000
116.5020 264.7590 2.0000
116.4980 264.7260 2.0000
116.4930 264.6930 2.0000
116.4890 264.6600 2.0000
116.4850 264.6270 2.0000
116.4800 264.5940 2.0000
116.4760 264.5610 2.0000
116.4720 264.5280 2.0000
116.4670 264.4940 2.0000
116.4630 264.4610 2.0000
116.4580 264.4280 2.0000
116.4540 264.3950 2.0000
116.4500 264.3620 2.0000
116.4450 264.3290 2.0000
116.4410 264.2960 2.0000
116.4370 264.2630 2.0000
116.4320 264.2300 2.0000
116.4280 264.1970 2.0000
116.4240 264.1640 2.0000
116.4190 264.1310 2.0000
116.4150 264.0980 2.0000
116.4110 264.0650 2.0000
116.4060 264.0320 2.0000
116.4020 263.9990 2.0000
116.3980 263.9660 2.0000
116.3930 263.9330 2.0000
116.3890 263.9000 2.0000
116.3850 263.8670 2.0000
116.3800 263.8330 2.0000
116.3760 263.8000 2.0000
116.3720 263.7670 2.0000
116.3670 263.7340 2.0000
116.3630 263.7010 2.0000
116.3590 263.6680 2.0000
116.3540 263.6350 2.0000
116.3500 263.6020 2.0000
116.3460 263.5690 2.0000
116.3410 263.5360 2.0000
116.3370 263.5030 2.0000
116.3330 263.4700 2.0000
116.3280 263.4370 2.0000
116.3240 263.4040 2.0000
116.3200 263.3710 2.0000
116.3150 263.3380 2.0000
116.3110 263.3050 2.0000
116.3070 263.2720 2.0000
116.3030 263.2390 2.0000
116.2980 263.2050 2.0000
116.2940 263.1720 2.0000
116.2900 263.1390 2.0000
116.2850 263.1060 2.0000
116.2810 263.0730 2.0000
116.2770 263.0400 2.0000
116.2730 263.0070 2.0000
116.2680 262.9740 2.0000
116.2640 262.9410 2.0000
116.2600 262.9080 2.0000
116.2550 262.8750 2.0000
116.2510 262.8420 2.0000
116.2470 262.8090 2.0000
116.2430 262.7760 2.0000
116.2380 262.7430 2.0000
116.2340 262.7100 2.0000
116.2300 262.6770 2.0000
116.2260 262.6430 2.0000
116.2210 262.6100 2.0000
116.2170 262.5770 2.0000
116.2130 262.5440 2.0000
116.2090 262.5110 2.0000
116.2040 262.4780 2.0000
116.2000 262.4450 2.0000
116.1960 262.4120 2.0000
116.1920 262.3790 2.0000
116.1870 262.3460 2.0000
116.1830 262.3130 2.0000
116.1790 262.2800 2.0000
116.1750 262.2470 2.0000
116.1710 262.2140 2.0000
116.1660 262.1810 2.0000
116.1620 262.1480 2.0000
116.1580 262.1140 2.0000
116.1540 262.0810 2.0000
116.1490 262.0480 2.0000
116.1450 262.0150 2.0000
116.1410 261.9820 2.0000
116.1370 261.9490 2.0000
116.1330 261.9160 2.0000
116.1280 261.8830 2.0000
116.1240 261.8500 2.0000
116.1200 261.8170 2.0000
116.1160 261.7840 2.0000
116.1120 261.7510 2.0000
116.1070 261.7180 2.0000
116.1030 261.6850 2.0000
116.0990 261.6520 2.0000
116.0950 261.6180 2.0000
116.0910 261.5850 2.0000
116.0860 261.5520 2.0000
116.0820 261.5190 2.0000
116.0780 261.4860 2.0000
116.0740 261.4530 2.0000
116.0700 261.4200 2.0000
116.0660 261.3870 2.0000
116.0610 261.3540 2.0000
116.0570 261.3210 2.0000
116.0530 261.2880 2.0000
116.0490 261.2550 2.0000
116.0450 261.2220 2.0000
116.0410 261.1890 2.0000
116.0360 261.1550 2.0000
116.0320 261.1220 2.0000
116.0280 261.0890 2.0000
116.0240 261.0560 2.0000
116.0200 261.0230 2.0000
116.0160 260.9900 2.0000
116.0110 260.9570 2.0000
116.0070 260.9240 2.0000
116.0030 260.8910 2.0000
115.9990 260.8580 2.0000
115.9950 260.8250 2.0000
115.9910 260.7920 2.0000
115.9870 260.7590 2.0000
115.9830 260.7250 2.0000
115.9780 260.6920 2.0000
115.9740 260.6590 2.0000
115.9700 260.6260 2.0000
115.9660 260.5930 2.0000
115.9620 260.5600 2.0000
115.9580 260.5270 2.0000
115.9540 260.4940 2.0000
115.9500 260.4610 2.0000
115.9460 260.4280 2.0000
115.9410 260.3950 2.0000
115.9370 260.3620 2.0000
115.9330 260.3290 2.0000
115.9290 260.2950 2.0000
115.9250 260.2620 2.0000
115.9210 260.2290 2.0000
115.9170 260.1960 2.0000
115.9130 260.1630 2.0000
115.9090 260.1300 2.0000
115.9050 260.0970 2.0000
115.9010 260.0640 2.0000
115.8960 260.0310 2.0000
115.8920 259.9980 2.0000
115.8880 259.9650 2.0000
115.8840 259.9320 2.0000
115.8800 259.8980 2.0000
115.8760 259.8650 2.0000
115.8720 259.8320 2.0000
115.8680 259.7990 2.0000
115.8640 259.7660 2.0000
115.8600 259.7330 2.0000
115.8560 259.7000 2.0000
115.8520 259.6670 2.0000
115.8480 259.6340 2.0000
115.8440 259.6010 2.0000
115.8400 259.5680 2.0000
115.8360 259.5350 2.0000
115.8320 259.5010 2.0000
115.8280 259.4680 2.0000
115.8240 259.4350 2.0000
115.8190 259.4020 2.0000
115.8150 259.3690 2.0000
115.8110 259.3360 2.0000
115.8070 259.3030 2.0000
115.8030 259.2700 2.0000
115.7990 259.2370 2.0000
115.7950 259.2040 2.0000
115.7910 259.1710 2.0000
115.7870 259.1370 2.0000
115.7830 259.1040 2.0000
115.7790 259.0710 2.0000
115.7750 259.0380 2.0000
115.7710 259.0050 2.0000
115.7670 258.9720 2.0000
115.7630 258.9390 2.0000
115.7590 258.9060 2.0000
115.7550 258.8730 2.0000
115.7510 258.8400 2.0000
115.7470 258.8070 2.0000
115.7430 258.7730 2.0000
115.7390 258.7400 2.0000
115.7350 258.7070 2.0000
115.7310 258.6740 2.0000
115.7280 258.6410 2.0000
115.7240 258.6080 2.0000
115.7200 258.5750 2.0000
115.7160 258.5420 2.0000
115.7120 258.5090 2.0000
115.7080 258.4760 2.0000
115.7040 258.4420 2.0000
115.7000 258.4090 2.0000
115.6960 258.3760 2.0000
115.6920 258.3430 2.0000
115.6880 258.3100 2.0000
115.6840 258.2770 2.0000
115.6800 258.2440 2.0000
115.6760 258.2110 2.0000
115.6720 258.1780 2.0000
115.6680 258.1450 2.0000
115.6640 258.1110 2.0000
115.6600 258.0780 2.0000
115.6560 258.0450 2.0000
115.6530 258.0120 2.0000
115.6490 257.9790 2.0000
115.6450 257.9460 2.0000
115.6410 257.9130 2.0000
115.6370 257.8800 2.0000
115.6330 257.8470 2.0000
115.6290 257.8140 2.0000
115.6250 257.7800 2.0000
115.6210 257.7470 2.0000
115.6170 257.7140 2.0000
115.6140 257.6810 2.0000
115.6100 257.6480 2.0000
115.6060 257.6150 2.0000
115.6020 257.5820 2.0000
115.5980 257.5490 2.0000
115.5940 257.5160 2.0000
115.5900 257.4820 2.0000
115.5860 257.4490 2.0000
115.5820 257.4160 2.0000
115.5790 257.3830 2.0000
115.5750 257.3500 2.0000
115.5710 257.3170 2.0000
115.5670 257.2840 2.0000
115.5630 257.2510 2.0000
115.5590 257.2180 2.0000
115.5550 257.1850 2.0000
115.5520 257.1510 2.0000
115.5480 257.1180 2.0000
115.5440 257.0850 2.0000
115.5400 257.0520 2.0000
115.5360 257.0190 2.0000
115.5320 256.9860 2.0000
115.5290 256.9530 2.0000
115.5250 256.9200 2.0000
115.5210 256.8860 2.0000
115.5170 256.8530 2.0000
115.5130 256.8200 2.0000
115.5090 256.7870 2.0000
115.5060 256.7540 2.0000
115.5020 256.7210 2.0000
115.4980 256.6880 2.0000
115.4940 256.6550 2.0000
115.4900 256.6220 2.0000
115.4870 256.5880 2.0000
115.4830 256.5550 2.0000
115.4790 256.5220 2.0000
115.4750 256.4890 2.0000
115.4710 256.4560 2.0000
115.4680 256.4230 2.0000
115.4640 256.3900 2.0000
115.4600 256.3570 2.0000
115.4560 256.3240 2.0000
115.4530 256.2900 2.0000
115.4490 256.2570 2.0000
115.4450 256.2240 2.0000
115.4410 256.1910 2.0000
115.4370 256.1580 2.0000
115.4340 256.1250 2.0000
115.4300 256.0920 2.0000
115.4260 256.0590 2.0000
115.4220 256.0250 2.0000
115.4190 255.9920 2.0000
115.4150 255.9590 2.0000
115.4110 255.9260 2.0000
115.4070 255.8930 2.0000
115.4040 255.8600 2.0000
115.4000 255.8270 2.0000
115.3960 255.7940 2.0000
115.3920 255.7600 2.0000
115.3890 255.7270 2.0000
115.3850 255.6940 2.0000
115.3810 255.6610 2.0000
115.3780 255.6280 2.0000
115.3740 255.5950 2.0000
115.3700 255.5620 2.0000
115.3660 255.5290 2.0000
115.3630 255.4950 2.0000
115.3590 255.4620 2.0000
115.3550 255.4290 2.0000
115.3520 255.3960 2.0000
115.3480 255.3630 2.0000
115.3440 255.3300 2.0000
115.3410 255.2970 2.0000
115.3370 255.2640 2.0000
115.3330 255.2300 2.0000
115.3300 255.1970 2.0000
115.3260 255.1640 2.0000
115.3220 255.1310 2.0000
115.3190 255.0980 2.0000
115.3150 255.0650 2.0000
115.3110 255.0320 2.0000
115.3080 254.9990 2.0000
115.3040 254.9650 2.0000
115.3000 254.9320 2.0000
115.2970 254.8990 2.0000
115.2930 254.8660 2.0000
115.2890 254.8330 2.0000
115.2860 254.8000 2.0000
115.2820 254.7670 2.0000
115.2780 254.7330 2.0000
115.2750 254.7000 2.0000
115.2710 254.6670 2.0000
115.2670 254.6340 2.0000
115.2640 254.6010 2.0000
115.2600 254.5680 2.0000
115.2570 254.5350 2.0000
115.2530 254.5020 2.0000
115.2490 254.4680 2.0000
115.2460 254.4350 2.0000
115.2420 254.4020 2.0000
115.2390 254.3690 2.0000
115.2350 254.3360 2.0000
115.2310 254.3030 2.0000
115.2280 254.2700 2.0000
115.2240 254.2360 2.0000
115.2210 254.2030 2.0000
115.2170 254.1700 2.0000
115.2130 254.1370 2.0000
115.2100 254.1040 2.0000
115.2060 254.0710 2.0000
115.2030 254.0380 2.0000
115.1990 254.0040 2.0000
115.1960 253.9710 2.0000
115.1920 253.9380 2.0000
115.1880 253.9050 2.0000
115.1850 253.8720 2.0000
115.1810 253.8390 2.0000
115.1780 253.8060 2.0000
115.1740 253.7720 2.0000
115.1710 253.7390 2.0000
115.1670 253.7060 2.0000
115.1640 253.6730 2.0000
115.1600 253.6400 2.0000
115.1570 253.6070 2.0000
115.1530 253.5740 2.0000
115.1500 253.5400 2.0000
115.1460 253.5070 2.0000
115.1420 253.4740 2.0000
115.1390 253.4410 2.0000
115.1350 253.4080 2.0000
115.1320 253.3750 2.0000
115.1280 253.3420 2.0000
115.1250 253.3080 2.0000
115.1210 253.2750 2.0000
115.1180 253.2420 2.0000
115.1140 253.2090 2.0000
115.1110 253.1760 2.0000
115.1080 253.1430 2.0000
115.1040 253.1090 2.0000
115.1010 253.0760 2.0000
115.0970 253.0430 2.0000
115.0940 253.0100 2.0000
115.0900 252.9770 2.0000
115.0870 252.9440 2.0000
115.0830 252.9110 2.0000
115.0800 252.8770 2.0000
115.0760 252.8440 2.0000
115.0730 252.8110 2.0000
115.0690 252.7780 2.0000
115.0660 252.7450 2.0000
115.0630 252.7120 2.0000
115.0590 252.6780 2.0000
115.0560 252.6450 2.0000
115.0520 252.6120 2.0000
115.0490 252.5790 2.0000
115.0450 252.5460 2.0000
115.0420 252.5130 2.0000
115.0390 252.4800 2.0000
115.0350 252.4460 2.0000
115.0320 252.4130 2.0000
115.0280 252.3800 2.0000
115.0250 252.3470 2.0000
115.0210 252.3140 2.0000
115.0180 252.2810 2.0000
115.0150 252.2470 2.0000
115.0110 252.2140 2.0000
115.0080 252.1810 2.0000
115.0050 252.1480 2.0000
115.0010 252.1150 2.0000
114.9980 252.0820 2.0000
114.9940 252.0480 2.0000
114.9910 252.0150 2.0000
114.9880 251.9820 2.0000
114.9840 251.9490 2.0000
114.9810 251.9160 2.0000
114.9780 251.8830 2.0000
114.9740 251.8490 2.0000
114.9710 251.8160 2.0000
114.9680 251.7830 2.0000
114.9640 251.7500 2.0000
114.9610 251.7170 2.0000
114.9570 251.6840 2.0000
114.9540 251.6500 2.0000
114.9510 251.6170 2.0000
114.9470 251.5840 2.0000
114.9440 251.5510 2.0000
114.9410 251.5180 2.0000
114.9380 251.4850 2.0000
114.9340 251.4510 2.0000
114.9310 251.4180 2.0000
114.9280 251.3850 2.0000
114.9240 251.3520 2.0000
114.9210 251.3190 2.0000
114.9180 251.2860 2.0000
114.9140 251.2520 2.0000
114.9110 251.2190 2.0000
114.9080 251.1860 2.0000
114.9050 251.1530 2.0000
114.9010 251.1200 2.0000
114.8980 251.0870 2.0000
114.8950 251.0530 2.0000
114.8910 251.0200 2.0000
114.8880 250.9870 2.0000
114.8850 250.9540 2.0000
114.8820 250.9210 2.0000
114.8780 250.8880 2.0000
114.8750 250.8540 2.0000
114.8720 250.8210 2.0000
114.8690 250.7880 2.0000
114.8650 250.7550 2.0000
114.8620 250.7220 2.0000
114.8590 250.6880 2.0000
114.8560 250.6550 2.0000
114.8530 250.6220 2.0000
114.8490 250.5890 2.0000
114.8460 250.5560 2.0000
114.8430 250.5230 2.0000
114.8400 250.4890 2.0000
114.8360 250.4560 2.0000
114.8330 250.4230 2.0000
114.8300 250.3900 2.0000
114.8270 250.3570 2.0000
114.8240 250.3240 2.0000
114.8200 250.2900 2.0000
114.8170 250.2570 2.0000
114.8140 250.2240 2.0000
114.8110 250.1910 2.0000
114.8080 250.1580 2.0000
114.8050 250.1240 2.0000
114.8010 250.0910 2.0000
114.7980 250.0580 2.0000
114.7950 250.0250 2.0000
114.7920 249.9920 2.0000
114.7890 249.9590 2.0000
114.7860 249.9250 2.0000
114.7820 249.8920 2.0000
114.7790 249.8590 2.0000
114.7760 249.8260 2.0000
114.7730 249.7930 2.0000
114.7700 249.7590 2.0000
114.7670 249.7260 2.0000
114.7640 249.6930 2.0000
114.7610 249.6600 2.0000
114.7570 249.6270 2.0000
114.7540 249.5930 2.0000
114.7510 249.5600 2.0000
114.7480 249.5270 2.0000
114.7450 249.4940 2.0000
114.7420 249.4610 2.0000
114.7390 249.4280 2.0000
114.7360 249.3940 2.0000
114.7330 249.3610 2.0000
114.7300 249.3280 2.0000
114.7260 249.2950 2.0000
114.7230 249.2620 2.0000
114.7200 249.2280 2.0000
114.7170 249.1950 2.0000
114.7140 249.1620 2.0000
114.7110 249.1290 2.0000
114.7080 249.0960 2.0000
114.7050 249.0620 2.0000
114.7020 249.0290 2.0000
114.6990 248.9960 2.0000
114.6960 248.9630 2.0000
114.6930 248.9300 2.0000
114.6900 248.8960 2.0000
114.6870 248.8630 2.0000
114.6840 248.8300 2.0000
114.6810 248.7970 2.0000
114.6780 248.7640 2.0000
114.6750 248.7300 2.0000
114.6720 248.6970 2.0000
114.6690 248.6640 2.0000
114.6660 248.6310 2.0000
114.6630 248.5980 2.0000
114.6600 248.5650 2.0000
114.6570 248.5310 2.0000
114.6540 248.4980 2.0000
114.6510 248.4650 2.0000
114.6480 248.4320 2.0000
114.6450 248.3990 2.0000
114.6420 248.3650 2.0000
114.6390 248.3320 2.0000
114.6360 248.2990 2.0000
114.6330 248.2660 2.0000
114.6300 248.2320 2.0000
