x y z
14.1126 31.2448 2.0000
14.0971 31.1800 2.0000
14.0816 31.1152 2.0000
14.0660 31.0503 2.0000
14.0505 30.9855 2.0000
14.0350 30.9207 2.0000
14.0194 30.8559 2.0000
14.0039 30.7910 2.0000
13.9883 30.7262 2.0000
13.9728 30.6614 2.0000
13.9572 30.5965 2.0000
13.9416 30.5317 2.0000
13.9260 30.4669 2.0000
13.9105 30.4021 2.0000
13.8949 30.3373 2.0000
13.8793 30.2725 2.0000
13.8637 30.2076 2.0000
13.8481 30.1428 2.0000
13.8325 30.0780 2.0000
13.8168 30.0132 2.0000
13.8012 29.9484 2.0000
13.7856 29.8836 2.0000
13.7700 29.8188 2.0000
13.7543 29.7540 2.0000
13.7387 29.6892 2.0000
13.7230 29.6244 2.0000
13.7074 29.5595 2.0000
13.6917 29.4947 2.0000
13.6760 29.4299 2.0000
13.6604 29.3651 2.0000
13.6447 29.3004 2.0000
13.6290 29.2356 2.0000
13.6133 29.1708 2.0000
13.5976 29.1060 2.0000
13.5820 29.0412 2.0000
13.5662 28.9764 2.0000
13.5505 28.9116 2.0000
13.5348 28.8468 2.0000
13.5191 28.7820 2.0000
13.5034 28.7172 2.0000
13.4877 28.6524 2.0000
13.4719 28.5877 2.0000
13.4562 28.5229 2.0000
13.4405 28.4581 2.0000
13.4247 28.3933 2.0000
13.4090 28.3285 2.0000
13.3932 28.2638 2.0000
13.3774 28.1990 2.0000
13.3617 28.1342 2.0000
13.3459 28.0694 2.0000
13.3301 28.0047 2.0000
13.3143 27.9399 2.0000
13.2986 27.8751 2.0000
13.2828 27.8103 2.0000
13.2670 27.7456 2.0000
13.2512 27.6808 2.0000
13.2354 27.6160 2.0000
13.2196 27.5513 2.0000
13.2037 27.4865 2.0000
13.1879 27.4218 2.0000
13.1721 27.3570 2.0000
13.1563 27.2922 2.0000
13.1404 27.2275 2.0000
13.1246 27.1627 2.0000
13.1088 27.0980 2.0000
13.0929 27.0332 2.0000
13.0771 26.9684 2.0000
13.0612 26.9037 2.0000
13.0453 26.8389 2.0000
13.0295 26.7742 2.0000
13.0136 26.7094 2.0000
12.9977 26.6447 2.0000
12.9818 26.5799 2.0000
12.9660 26.5152 2.0000
12.9501 26.4505 2.0000
12.9342 26.3857 2.0000
12.9183 26.3210 2.0000
12.9024 26.2562 2.0000
12.8865 26.1915 2.0000
12.8706 26.1267 2.0000
12.8546 26.0620 2.0000
12.8387 25.9973 2.0000
12.8228 25.9325 2.0000
12.8069 25.8678 2.0000
12.7909 25.8031 2.0000
12.7750 25.7383 2.0000
12.7591 25.6736 2.0000
12.7431 25.6089 2.0000
12.7272 25.5441 2.0000
12.7112 25.4794 2.0000
12.6952 25.4147 2.0000
12.6793 25.3499 2.0000
12.6633 25.2852 2.0000
12.6473 25.2205 2.0000
12.6314 25.1558 2.0000
12.6154 25.0910 2.0000
12.5994 25.0263 2.0000
12.5834 24.9616 2.0000
12.5674 24.8969 2.0000
12.5514 24.8322 2.0000
12.5354 24.7674 2.0000
12.5194 24.7027 2.0000
12.5034 24.6380 2.0000
12.4874 24.5733 2.0000
12.4714 24.5086 2.0000
12.4554 24.4439 2.0000
12.4393 24.3792 2.0000
12.4233 24.3144 2.0000
12.4073 24.2497 2.0000
12.3912 24.1850 2.0000
12.3752 24.1203 2.0000
12.3592 24.0556 2.0000
12.3431 23.9909 2.0000
12.3271 23.9262 2.0000
12.3110 23.8615 2.0000
12.2949 23.7968 2.0000
12.2789 23.7321 2.0000
12.2628 23.6674 2.0000
12.2468 23.6027 2.0000
12.2307 23.5380 2.0000
12.2146 23.4733 2.0000
12.1985 23.4086 2.0000
12.1824 23.3439 2.0000
12.1663 23.2792 2.0000
12.1503 23.2145 2.0000
12.1342 23.1498 2.0000
12.1181 23.0851 2.0000
12.1020 23.0204 2.0000
12.0858 22.9557 2.0000
12.0697 22.8910 2.0000
12.0536 22.8263 2.0000
12.0375 22.7617 2.0000
12.0214 22.6970 2.0000
12.0053 22.6323 2.0000
11.9891 22.5676 2.0000
173.3920 282.8350 2.0000
173.3150 282.8310 2.0000
173.2370 282.8260 2.0000
173.1590 282.8210 2.0000
173.0820 282.8170 2.0000
173.0040 282.8120 2.0000
172.9270 282.8070 2.0000
172.8490 282.8030 2.0000
172.7710 282.7980 2.0000
172.6940 282.7940 2.0000
172.6160 282.7890 2.0000
172.5380 282.7840 2.0000
172.4610 282.7800 2.0000
172.3830 282.7750 2.0000
172.3050 282.7700 2.0000
172.2280 282.7660 2.0000
172.1500 282.7610 2.0000
172.0730 282.7560 2.0000
171.9950 282.7520 2.0000
171.9170 282.7470 2.0000
171.8400 282.7420 2.0000
171.7620 282.7380 2.0000
171.6840 282.7330 2.0000
171.6070 282.7280 2.0000
171.5290 282.7240 2.0000
171.4510 282.7190 2.0000
171.3740 282.7150 2.0000
171.2960 282.7100 2.0000
171.2180 282.7050 2.0000
171.1410 282.7010 2.0000
171.0630 282.6960 2.0000
170.9860 282.6910 2.0000
170.9080 282.6870 2.0000
170.8300 282.6820 2.0000
170.7530 282.6770 2.0000
170.6750 282.6730 2.0000
170.5970 282.6680 2.0000
170.5200 282.6630 2.0000
170.4420 282.6590 2.0000
170.3640 282.6540 2.0000
170.2870 282.6490 2.0000
170.2090 282.6450 2.0000
170.1320 282.6400 2.0000
170.0540 282.6350 2.0000
169.9760 282.6310 2.0000
169.8990 282.6260 2.0000
169.8210 282.6210 2.0000
169.7430 282.6170 2.0000
169.6660 282.6120 2.0000
169.5880 282.6070 2.0000
169.5100 282.6030 2.0000
169.4330 282.5980 2.0000
169.3550 282.5940 2.0000
169.2780 282.5890 2.0000
169.2000 282.5840 2.0000
169.1220 282.5800 2.0000
169.0450 282.5750 2.0000
168.9670 282.5700 2.0000
168.8890 282.5660 2.0000
168.8120 282.5610 2.0000
168.7340 282.5560 2.0000
168.6560 282.5520 2.0000
168.5790 282.5470 2.0000
168.5010 282.5420 2.0000
168.4230 282.5380 2.0000
168.3460 282.5330 2.0000
168.2680 282.5280 2.0000
168.1910 282.5240 2.0000
168.1130 282.5190 2.0000
168.0350 282.5140 2.0000
167.9580 282.5100 2.0000
167.8800 282.5050 2.0000
167.8020 282.5000 2.0000
167.7250 282.4960 2.0000
167.6470 282.4910 2.0000
167.5690 282.4860 2.0000
167.4920 282.4820 2.0000
167.4140 282.4770 2.0000
167.3370 282.4720 2.0000
167.2590 282.4680 2.0000
167.1810 282.4630 2.0000
167.1040 282.4580 2.0000
167.0260 282.4530 2.0000
166.9480 282.4490 2.0000
166.8710 282.4440 2.0000
166.7930 282.4390 2.0000
166.7150 282.4350 2.0000
166.6380 282.4300 2.0000
166.5600 282.4250 2.0000
166.4830 282.4210 2.0000
166.4050 282.4160 2.0000
166.3270 282.4110 2.0000
166.2500 282.4070 2.0000
166.1720 282.4020 2.0000
166.0940 282.3970 2.0000
166.0170 282.3930 2.0000
165.9390 282.3880 2.0000
165.8610 282.3830 2.0000
165.7840 282.3790 2.0000
165.7060 282.3740 2.0000
165.6290 282.3690 2.0000
165.5510 282.3640 2.0000
165.4730 282.3600 2.0000
165.3960 282.3550 2.0000
165.3180 282.3500 2.0000
165.2400 282.3460 2.0000
165.1630 282.3410 2.0000
165.0850 282.3360 2.0000
165.0070 282.3320 2.0000
164.9300 282.3270 2.0000
164.8520 282.3220 2.0000
164.7750 282.3170 2.0000
164.6970 282.3130 2.0000
164.6190 282.3080 2.0000
164.5420 282.3030 2.0000
164.4640 282.2990 2.0000
164.3860 282.2940 2.0000
164.3090 282.2890 2.0000
164.2310 282.2850 2.0000
164.1530 282.2800 2.0000
164.0760 282.2750 2.0000
163.9980 282.2700 2.0000
163.9210 282.2660 2.0000
163.8430 282.2610 2.0000
163.7650 282.2560 2.0000
163.6880 282.2520 2.0000
163.6100 282.2470 2.0000
163.5320 282.2420 2.0000
163.4550 282.2370 2.0000
163.3770 282.2330 2.0000
163.3000 282.2280 2.0000
163.2220 282.2230 2.0000
163.1440 282.2180 2.0000
163.0670 282.2140 2.0000
162.9890 282.2090 2.0000
162.9110 282.2040 2.0000
162.8340 282.2000 2.0000
162.7560 282.1950 2.0000
162.6780 282.1900 2.0000
162.6010 282.1850 2.0000
162.5230 282.1810 2.0000
162.4460 282.1760 2.0000
162.3680 282.1710 2.0000
162.2900 282.1660 2.0000
162.2130 282.1620 2.0000
162.1350 282.1570 2.0000
162.0570 282.1520 2.0000
161.9800 282.1470 2.0000
161.9020 282.1430 2.0000
161.8240 282.1380 2.0000
161.7470 282.1330 2.0000
161.6690 282.1280 2.0000
161.5920 282.1240 2.0000
161.5140 282.1190 2.0000
161.4360 282.1140 2.0000
161.3590 282.1090 2.0000
161.2810 282.1050 2.0000
161.2030 282.1000 2.0000
161.1260 282.0950 2.0000
161.0480 282.0900 2.0000
160.9710 282.0860 2.0000
160.8930 282.0810 2.0000
160.8150 282.0760 2.0000
160.7380 282.0710 2.0000
160.6600 282.0670 2.0000
160.5820 282.0620 2.0000
160.5050 282.0570 2.0000
160.4270 282.0520 2.0000
160.3490 282.0470 2.0000
160.2720 282.0430 2.0000
160.1940 282.0380 2.0000
160.1170 282.0330 2.0000
160.0390 282.0280 2.0000
159.9610 282.0240 2.0000
159.8840 282.0190 2.0000
159.8060 282.0140 2.0000
159.7280 282.0090 2.0000
159.6510 282.0040 2.0000
159.5730 282.0000 2.0000
159.4960 281.9950 2.0000
159.4180 281.9900 2.0000
159.3400 281.9850 2.0000
159.2630 281.9800 2.0000
159.1850 281.9760 2.0000
159.1070 281.9710 2.0000
159.0300 281.9660 2.0000
158.9520 281.9610 2.0000
158.8750 281.9560 2.0000
158.7970 281.9520 2.0000
158.7190 281.9470 2.0000
158.6420 281.9420 2.0000
158.5640 281.9370 2.0000
158.4860 281.9320 2.0000
158.4090 281.9280 2.0000
158.3310 281.9230 2.0000
158.2530 281.9180 2.0000
158.1760 281.9130 2.0000
158.0980 281.9080 2.0000
158.0210 281.9030 2.0000
157.9430 281.8990 2.0000
157.8650 281.8940 2.0000
157.7880 281.8890 2.0000
157.7100 281.8840 2.0000
157.6320 281.8790 2.0000
157.5550 281.8740 2.0000
157.4770 281.8700 2.0000
157.4000 281.8650 2.0000
157.3220 281.8600 2.0000
157.2440 281.8550 2.0000
157.1670 281.8500 2.0000
157.0890 281.8450 2.0000
157.0110 281.8400 2.0000
156.9340 281.8360 2.0000
156.8560 281.8310 2.0000
156.7790 281.8260 2.0000
156.7010 281.8210 2.0000
156.6230 281.8160 2.0000
156.5460 281.8110 2.0000
156.4680 281.8060 2.0000
156.3900 281.8020 2.0000
156.3130 281.7970 2.0000
156.2350 281.7920 2.0000
156.1580 281.7870 2.0000
156.0800 281.7820 2.0000
156.0020 281.7770 2.0000
155.9250 281.7720 2.0000
155.8470 281.7680 2.0000
155.7690 281.7630 2.0000
155.6920 281.7580 2.0000
155.6140 281.7530 2.0000
155.5370 281.7480 2.0000
155.4590 281.7430 2.0000
155.3810 281.7380 2.0000
155.3040 281.7330 2.0000
155.2260 281.7280 2.0000
155.1480 281.7230 2.0000
155.0710 281.7190 2.0000
154.9930 281.7140 2.0000
154.9160 281.7090 2.0000
154.8380 281.7040 2.0000
154.7600 281.6990 2.0000
154.6830 281.6940 2.0000
154.6050 281.6890 2.0000
154.5270 281.6840 2.0000
154.4500 281.6790 2.0000
154.3720 281.6740 2.0000
154.2950 281.6690 2.0000
154.2170 281.6650 2.0000
154.1390 281.6600 2.0000
154.0620 281.6550 2.0000
153.9840 281.6500 2.0000
153.9060 281.6450 2.0000
153.8290 281.6400 2.0000
153.7510 281.6350 2.0000
153.6740 281.6300 2.0000
153.5960 281.6250 2.0000
153.5180 281.6200 2.0000
153.4410 281.6150 2.0000
153.3630 281.6100 2.0000
153.2860 281.6050 2.0000
153.2080 281.6000 2.0000
153.1300 281.5950 2.0000
153.0530 281.5900 2.0000
152.9750 281.5850 2.0000
152.8970 281.5800 2.0000
152.8200 281.5750 2.0000
152.7420 281.5710 2.0000
152.6650 281.5660 2.0000
152.5870 281.5610 2.0000
152.5090 281.5560 2.0000
152.4320 281.5510 2.0000
152.3540 281.5460 2.0000
152.2760 281.5410 2.0000
152.1990 281.5360 2.0000
152.1210 281.5310 2.0000
152.0440 281.5260 2.0000
151.9660 281.5210 2.0000
151.8880 281.5160 2.0000
151.8110 281.5110 2.0000
151.7330 281.5060 2.0000
151.6560 281.5010 2.0000
151.5780 281.4960 2.0000
151.5000 281.4910 2.0000
151.4230 281.4860 2.0000
151.3450 281.4810 2.0000
151.2670 281.4760 2.0000
151.1900 281.4710 2.0000
151.1120 281.4660 2.0000
151.0350 281.4610 2.0000
150.9570 281.4560 2.0000
150.8790 281.4500 2.0000
150.8020 281.4450 2.0000
150.7240 281.4400 2.0000
150.6470 281.4350 2.0000
150.5690 281.4300 2.0000
150.4910 281.4250 2.0000
150.4140 281.4200 2.0000
150.3360 281.4150 2.0000
150.2580 281.4100 2.0000
150.1810 281.4050 2.0000
150.1030 281.4000 2.0000
150.0260 281.3950 2.0000
149.9480 281.3900 2.0000
149.8700 281.3850 2.0000
149.7930 281.3800 2.0000
149.7150 281.3750 2.0000
149.6380 281.3700 2.0000
149.5600 281.3650 2.0000
149.4820 281.3590 2.0000
149.4050 281.3540 2.0000
149.3270 281.3490 2.0000
149.2500 281.3440 2.0000
149.1720 281.3390 2.0000
149.0940 281.3340 2.0000
149.0170 281.3290 2.0000
148.9390 281.3240 2.0000
148.8610 281.3190 2.0000
148.7840 281.3140 2.0000
148.7060 281.3080 2.0000
148.6290 281.3030 2.0000
148.5510 281.2980 2.0000
148.4730 281.2930 2.0000
148.3960 281.2880 2.0000
148.3180 281.2830 2.0000
148.2410 281.2780 2.0000
148.1630 281.2730 2.0000
148.0850 281.2680 2.0000
148.0080 281.2620 2.0000
147.9300 281.2570 2.0000
147.8530 281.2520 2.0000
147.7750 281.2470 2.0000
147.6970 281.2420 2.0000
147.6200 281.2370 2.0000
147.5420 281.2320 2.0000
147.4650 281.2260 2.0000
147.3870 281.2210 2.0000
147.3090 281.2160 2.0000
147.2320 281.2110 2.0000
147.1540 281.2060 2.0000
147.0760 281.2010 2.0000
146.9990 281.1950 2.0000
146.9210 281.1900 2.0000
146.8440 281.1850 2.0000
146.7660 281.1800 2.0000
146.6880 281.1750 2.0000
146.6110 281.1700 2.0000
146.5330 281.1640 2.0000
146.4560 281.1590 2.0000
146.3780 281.1540 2.0000
146.3000 281.1490 2.0000
146.2230 281.1440 2.0000
146.1450 281.1380 2.0000
146.0680 281.1330 2.0000
145.9900 281.1280 2.0000
145.9120 281.1230 2.0000
145.8350 281.1180 2.0000
145.7570 281.1130 2.0000
145.6800 281.1070 2.0000
145.6020 281.1020 2.0000
145.5240 281.0970 2.0000
145.4470 281.0920 2.0000
145.4470 281.0920 2.0000
145.2920 281.0820 2.0000
145.2140 281.0760 2.0000
145.1360 281.0710 2.0000
145.0590 281.0660 2.0000
144.9810 281.0610 2.0000
144.9040 281.0560 2.0000
144.8260 281.0510 2.0000
144.7480 281.0460 2.0000
144.6710 281.0400 2.0000
144.5930 281.0350 2.0000
144.5150 281.0300 2.0000
144.4380 281.0250 2.0000
144.3600 281.0200 2.0000
144.2830 281.0150 2.0000
144.2050 281.0100 2.0000
144.1270 281.0050 2.0000
144.0500 280.9990 2.0000
143.9720 280.9940 2.0000
143.8950 280.9890 2.0000
143.8170 280.9840 2.0000
143.7390 280.9790 2.0000
143.6620 280.9740 2.0000
143.5840 280.9690 2.0000
143.5070 280.9640 2.0000
143.4290 280.9590 2.0000
143.3510 280.9540 2.0000
143.2740 280.9490 2.0000
143.1960 280.9440 2.0000
143.1180 280.9390 2.0000
143.0410 280.9340 2.0000
142.9630 280.9290 2.0000
142.8860 280.9240 2.0000
142.8080 280.9190 2.0000
142.7300 280.9140 2.0000
142.6530 280.9090 2.0000
142.5750 280.9040 2.0000
142.4980 280.8990 2.0000
142.4200 280.8940 2.0000
142.3420 280.8890 2.0000
142.2650 280.8840 2.0000
142.1870 280.8790 2.0000
142.1090 280.8740 2.0000
142.0320 280.8690 2.0000
141.9540 280.8640 2.0000
141.8770 280.8590 2.0000
141.7990 280.8540 2.0000
141.7210 280.8490 2.0000
141.6440 280.8440 2.0000
141.5660 280.8400 2.0000
141.4880 280.8350 2.0000
141.4110 280.8300 2.0000
141.3330 280.8250 2.0000
141.2560 280.8200 2.0000
141.1780 280.8150 2.0000
141.1000 280.8110 2.0000
141.0230 280.8060 2.0000
140.9450 280.8010 2.0000
140.8670 280.7960 2.0000
140.7900 280.7920 2.0000
140.7120 280.7870 2.0000
140.6350 280.7820 2.0000
140.5570 280.7770 2.0000
140.4790 280.7730 2.0000
140.4020 280.7680 2.0000
140.3240 280.7630 2.0000
140.2460 280.7590 2.0000
140.1690 280.7540 2.0000
140.0910 280.7500 2.0000
140.0130 280.7450 2.0000
139.9360 280.7400 2.0000
139.8580 280.7360 2.0000
139.7800 280.7310 2.0000
139.7030 280.7270 2.0000
139.6250 280.7220 2.0000
139.5480 280.7170 2.0000
139.5480 280.7170 2.0000
139.3920 280.7080 2.0000
139.3150 280.7040 2.0000
139.2370 280.7000 2.0000
139.1590 280.6950 2.0000
139.0820 280.6910 2.0000
139.0040 280.6860 2.0000
138.9260 280.6820 2.0000
138.8490 280.6770 2.0000
138.7710 280.6730 2.0000
138.6930 280.6690 2.0000
138.6160 280.6640 2.0000
138.5380 280.6600 2.0000
138.4600 280.6560 2.0000
138.3830 280.6510 2.0000
138.3050 280.6470 2.0000
138.2270 280.6430 2.0000
138.1500 280.6390 2.0000
138.0720 280.6350 2.0000
137.9940 280.6300 2.0000
137.9170 280.6260 2.0000
137.8390 280.6220 2.0000
137.7610 280.6180 2.0000
137.6840 280.6140 2.0000
137.6060 280.6100 2.0000
137.5280 280.6060 2.0000
137.4510 280.6010 2.0000
137.3730 280.5970 2.0000
137.2950 280.5930 2.0000
137.2180 280.5890 2.0000
137.1400 280.5850 2.0000
137.0620 280.5810 2.0000
136.9850 280.5780 2.0000
136.9070 280.5740 2.0000
136.8290 280.5700 2.0000
136.7520 280.5660 2.0000
136.6740 280.5620 2.0000
136.5960 280.5580 2.0000
136.5190 280.5540 2.0000
136.4410 280.5510 2.0000
136.3630 280.5470 2.0000
136.2860 280.5430 2.0000
136.2080 280.5390 2.0000
136.1300 280.5360 2.0000
136.0520 280.5320 2.0000
135.9750 280.5280 2.0000
135.8970 280.5250 2.0000
135.8190 280.5210 2.0000
135.7420 280.5170 2.0000
135.6640 280.5140 2.0000
135.5860 280.5100 2.0000
135.5090 280.5070 2.0000
135.4310 280.5030 2.0000
135.3530 280.5000 2.0000
135.2760 280.4960 2.0000
135.1980 280.4930 2.0000
135.1200 280.4900 2.0000
135.0420 280.4860 2.0000
134.9650 280.4830 2.0000
134.8870 280.4800 2.0000
134.8090 280.4760 2.0000
134.7320 280.4730 2.0000
134.6540 280.4700 2.0000
134.5760 280.4670 2.0000
134.4980 280.4630 2.0000
134.4210 280.4600 2.0000
134.3430 280.4570 2.0000
134.2650 280.4540 2.0000
134.1880 280.4510 2.0000
134.1100 280.4480 2.0000
134.0320 280.4450 2.0000
133.9540 280.4420 2.0000
133.8770 280.4390 2.0000
133.7990 280.4360 2.0000
133.7210 280.4330 2.0000
133.6440 280.4300 2.0000
133.5660 280.4270 2.0000
133.4880 280.4240 2.0000
133.4100 280.4220 2.0000
133.3330 280.4190 2.0000
133.2550 280.4160 2.0000
133.1770 280.4130 2.0000
133.0990 280.4110 2.0000
133.0220 280.4080 2.0000
132.9440 280.4050 2.0000
132.8660 280.4030 2.0000
132.7880 280.4000 2.0000
132.7110 280.3980 2.0000
132.6330 280.3950 2.0000
132.5550 280.3930 2.0000
132.4780 280.3900 2.0000
132.4000 280.3880 2.0000
132.3220 280.3850 2.0000
132.2440 280.3830 2.0000
132.1670 280.3810 2.0000
132.0890 280.3780 2.0000
132.0110 280.3760 2.0000
131.9330 280.3740 2.0000
131.8560 280.3720 2.0000
131.7780 280.3700 2.0000
131.7000 280.3670 2.0000
131.6220 280.3650 2.0000
131.5450 280.3630 2.0000
131.4670 280.3610 2.0000
131.3890 280.3590 2.0000
131.3110 280.3570 2.0000
131.2340 280.3550 2.0000
131.1560 280.3530 2.0000
131.0780 280.3520 2.0000
131.0000 280.3500 2.0000
130.9230 280.3480 2.0000
130.8450 280.3460 2.0000
130.7670 280.3440 2.0000
130.6890 280.3430 2.0000
130.6120 280.3410 2.0000
130.5340 280.3390 2.0000
130.4560 280.3380 2.0000
130.3780 280.3360 2.0000
130.3000 280.3350 2.0000
130.2230 280.3330 2.0000
130.1450 280.3320 2.0000
130.0670 280.3300 2.0000
129.9890 280.3290 2.0000
129.9120 280.3280 2.0000
129.8340 280.3260 2.0000
129.7560 280.3250 2.0000
129.6780 280.3240 2.0000
129.6010 280.3230 2.0000
129.5230 280.3220 2.0000
129.4450 280.3200 2.0000
129.3670 280.3190 2.0000
129.2900 280.3180 2.0000
129.2120 280.3170 2.0000
129.1340 280.3160 2.0000
129.0560 280.3150 2.0000
128.9780 280.3150 2.0000
128.9010 280.3140 2.0000
128.8230 280.3130 2.0000
128.7450 280.3120 2.0000
128.6670 280.3110 2.0000
128.5900 280.3110 2.0000
128.5120 280.3100 2.0000
128.4340 280.3090 2.0000
128.3560 280.3090 2.0000
128.2780 280.3080 2.0000
128.2010 280.3080 2.0000
128.1230 280.3070 2.0000
128.0450 280.3070 2.0000
127.9670 280.3070 2.0000
127.8900 280.3060 2.0000
127.8120 280.3060 2.0000
127.7340 280.3060 2.0000
127.6560 280.3050 2.0000
127.5780 280.3050 2.0000
127.5010 280.3050 2.0000
127.4230 280.3050 2.0000
127.3450 280.3050 2.0000
127.2670 280.3050 2.0000
127.1900 280.3050 2.0000
127.1120 280.3050 2.0000
127.0340 280.3050 2.0000
126.9560 280.3050 2.0000
126.8780 280.3060 2.0000
126.8010 280.3060 2.0000
126.7230 280.3060 2.0000
126.6450 280.3070 2.0000
126.5670 280.3070 2.0000
126.4900 280.3070 2.0000
126.4120 280.3080 2.0000
126.3340 280.3080 2.0000
126.2560 280.3090 2.0000
126.1780 280.3100 2.0000
126.1010 280.3100 2.0000
126.0230 280.3110 2.0000
125.9450 280.3120 2.0000
125.8670 280.3120 2.0000
125.7900 280.3130 2.0000
125.7120 280.3140 2.0000
125.6340 280.3150 2.0000
125.5560 280.3160 2.0000
125.4790 280.3170 2.0000
125.4010 280.3180 2.0000
125.3230 280.3190 2.0000
125.2450 280.3200 2.0000
125.1670 280.3220 2.0000
125.0900 280.3230 2.0000
125.0120 280.3240 2.0000
124.9340 280.3260 2.0000
124.8560 280.3270 2.0000
124.7790 280.3280 2.0000
124.7010 280.3300 2.0000
124.6230 280.3310 2.0000
124.5450 280.3330 2.0000
124.4680 280.3350 2.0000
124.3900 280.3360 2.0000
124.3120 280.3380 2.0000
124.2340 280.3400 2.0000
124.1570 280.3420 2.0000
124.0790 280.3440 2.0000
124.0010 280.3450 2.0000
123.9230 280.3470 2.0000
123.8460 280.3490 2.0000
123.7680 280.3520 2.0000
123.6900 280.3540 2.0000
123.6120 280.3560 2.0000
123.5350 280.3580 2.0000
123.4570 280.3600 2.0000
123.3790 280.3630 2.0000
123.3010 280.3650 2.0000
123.2240 280.3680 2.0000
123.1460 280.3700 2.0000
123.0680 280.3730 2.0000
122.9900 280.3750 2.0000
122.9130 280.3780 2.0000
122.8350 280.3800 2.0000
122.7570 280.3830 2.0000
122.6790 280.3860 2.0000
122.6020 280.3890 2.0000
122.5240 280.3920 2.0000
122.4460 280.3950 2.0000
122.3690 280.3980 2.0000
122.2910 280.4010 2.0000
122.2130 280.4040 2.0000
122.1350 280.4070 2.0000
122.0580 280.4100 2.0000
121.9800 280.4140 2.0000
121.9020 280.4170 2.0000
121.8250 280.4200 2.0000
121.7470 280.4240 2.0000
121.6690 280.4270 2.0000
121.5910 280.4310 2.0000
121.5140 280.4340 2.0000
121.4360 280.4380 2.0000
121.3580 280.4420 2.0000
121.2810 280.4460 2.0000
121.2030 280.4490 2.0000
121.1250 280.4530 2.0000
121.0480 280.4570 2.0000
120.9700 280.4610 2.0000
120.8920 280.4650 2.0000
120.8150 280.4690 2.0000
120.7370 280.4740 2.0000
120.6590 280.4780 2.0000
120.5820 280.4820 2.0000
120.5040 280.4860 2.0000
120.4260 280.4910 2.0000
120.3490 280.4950 2.0000
120.2710 280.5000 2.0000
120.1930 280.5040 2.0000
120.1160 280.5090 2.0000
120.0380 280.5140 2.0000
119.9600 280.5180 2.0000
119.8830 280.5230 2.0000
119.8050 280.5280 2.0000
119.7280 280.5330 2.0000
119.6500 280.5380 2.0000
119.5720 280.5430 2.0000
119.4950 280.5480 2.0000
119.4170 280.5530 2.0000
119.3400 280.5580 2.0000
119.2620 280.5640 2.0000
119.1840 280.5690 2.0000
119.1070 280.5740 2.0000
119.0290 280.5800 2.0000
118.9520 280.5850 2.0000
118.8740 280.5910 2.0000
118.7960 280.5970 2.0000
118.7190 280.6020 2.0000
118.6410 280.6080 2.0000
118.5640 280.6140 2.0000
118.4860 280.6200 2.0000
118.4090 280.6260 2.0000
118.3310 280.6320 2.0000
118.2540 280.6380 2.0000
118.1760 280.6440 2.0000
118.0990 280.6500 2.0000
118.0210 280.6560 2.0000
117.9430 280.6630 2.0000
117.8660 280.6690 2.0000
117.7880 280.6750 2.0000
117.7110 280.6820 2.0000
117.6330 280.6880 2.0000
117.5560 280.6950 2.0000
117.4780 280.7020 2.0000
117.4010 280.7080 2.0000
117.3230 280.7150 2.0000
117.2460 280.7220 2.0000
117.1690 280.7290 2.0000
117.0910 280.7360 2.0000
117.0140 280.7430 2.0000
116.9360 280.7500 2.0000
116.8590 280.7570 2.0000
116.7810 280.7640 2.0000
116.7040 280.7720 2.0000
116.6260 280.7790 2.0000
116.5490 280.7860 2.0000
116.4720 280.7940 2.0000
116.3940 280.8010 2.0000
116.3170 280.8090 2.0000
116.2390 280.8160 2.0000
116.1620 280.8240 2.0000
116.0840 280.8320 2.0000
116.0070 280.8390 2.0000
115.9300 280.8470 2.0000
115.8520 280.8550 2.0000
115.7750 280.8630 2.0000
115.6980 280.8710 2.0000
115.6200 280.8790 2.0000
115.5430 280.8870 2.0000
115.4660 280.8950 2.0000
115.3880 280.9030 2.0000
115.3110 280.9120 2.0000
115.2340 280.9200 2.0000
115.1560 280.9280 2.0000
115.0790 280.9370 2.0000
115.0020 280.9450 2.0000
114.9240 280.9540 2.0000
114.8470 280.9620 2.0000
114.7700 280.9710 2.0000
114.6920 280.9800 2.0000
114.6150 280.9880 2.0000
114.5380 280.9970 2.0000
114.4610 281.0060 2.0000
114.3830 281.0150 2.0000
114.3060 281.0240 2.0000
114.2290 281.0330 2.0000
114.1510 281.0420 2.0000
114.0740 281.0510 2.0000
113.9970 281.0600 2.0000
113.9200 281.0700 2.0000
113.8430 281.0790 2.0000
113.7650 281.0880 2.0000
113.6880 281.0980 2.0000
113.6110 281.1070 2.0000
113.5340 281.1160 2.0000
113.4570 281.1260 2.0000
113.3790 281.1360 2.0000
113.3020 281.1450 2.0000
113.2250 281.1550 2.0000
113.1480 281.1650 2.0000
113.0710 281.1740 2.0000
112.9940 281.1840 2.0000
112.9160 281.1940 2.0000
112.8390 281.2040 2.0000
112.7620 281.2140 2.0000
112.6850 281.2240 2.0000
112.6080 281.2340 2.0000
112.5310 281.2440 2.0000
112.4540 281.2550 2.0000
112.3770 281.2650 2.0000
112.2990 281.2750 2.0000
112.2220 281.2860 2.0000
112.1450 281.2960 2.0000
112.0680 281.3060 2.0000
111.9910 281.3170 2.0000
111.9140 281.3270 2.0000
111.8370 281.3380 2.0000
111.7600 281.3490 2.0000
111.6830 281.3590 2.0000
111.6060 281.3700 2.0000
111.5290 281.3810 2.0000
